Country Code,Country Name,Indicator Name,Number of Records,Year,Number of Homicides per 10000
GUY,Guyana,"Intentional homicides (per 100,000 people)",1,2007,15.377024586
HTI,Haiti,"Intentional homicides (per 100,000 people)",1,2007,5.085336871
HND,Honduras,"Intentional homicides (per 100,000 people)",1,2007,46.549209053
HKG,"Hong Kong SAR, China","Intentional homicides (per 100,000 people)",1,2007,0.260930184
HUN,Hungary,"Intentional homicides (per 100,000 people)",1,2007,1.536330168
ISL,Iceland,"Intentional homicides (per 100,000 people)",1,2007,0.655307995
IND,India,"Intentional homicides (per 100,000 people)",1,2007,3.845276037
IDN,Indonesia,"Intentional homicides (per 100,000 people)",1,2007,
IRN,"Iran, Islamic Rep.","Intentional homicides (per 100,000 people)",1,2007,
IRQ,Iraq,"Intentional homicides (per 100,000 people)",1,2007,
IRL,Ireland,"Intentional homicides (per 100,000 people)",1,2007,1.773503987
IMN,Isle of Man,"Intentional homicides (per 100,000 people)",1,2007,
ISR,Israel,"Intentional homicides (per 100,000 people)",1,2007,1.805657776
ITA,Italy,"Intentional homicides (per 100,000 people)",1,2007,1.063838558
JAM,Jamaica,"Intentional homicides (per 100,000 people)",1,2007,57.071476620
JPN,Japan,"Intentional homicides (per 100,000 people)",1,2007,0.446674354
JOR,Jordan,"Intentional homicides (per 100,000 people)",1,2007,1.808437686
KAZ,Kazakhstan,"Intentional homicides (per 100,000 people)",1,2007,
KEN,Kenya,"Intentional homicides (per 100,000 people)",1,2007,2.892565857
KIR,Kiribati,"Intentional homicides (per 100,000 people)",1,2007,
PRK,"Korea, Dem. People’s Rep.","Intentional homicides (per 100,000 people)",1,2007,
KOR,"Korea, Rep.","Intentional homicides (per 100,000 people)",1,2007,
XKX,Kosovo,"Intentional homicides (per 100,000 people)",1,2007,
KWT,Kuwait,"Intentional homicides (per 100,000 people)",1,2007,2.356785345
KGZ,Kyrgyz Republic,"Intentional homicides (per 100,000 people)",1,2007,8.208535335
LAO,Lao PDR,"Intentional homicides (per 100,000 people)",1,2007,
LVA,Latvia,"Intentional homicides (per 100,000 people)",1,2007,4.275607477
LBN,Lebanon,"Intentional homicides (per 100,000 people)",1,2007,
LSO,Lesotho,"Intentional homicides (per 100,000 people)",1,2007,45.149869822
LBR,Liberia,"Intentional homicides (per 100,000 people)",1,2007,2.846624984
LBY,Libya,"Intentional homicides (per 100,000 people)",1,2007,
LIE,Liechtenstein,"Intentional homicides (per 100,000 people)",1,2007,0
LTU,Lithuania,"Intentional homicides (per 100,000 people)",1,2007,8.496695338
LUX,Luxembourg,"Intentional homicides (per 100,000 people)",1,2007,1.474547209
MAC,"Macao SAR, China","Intentional homicides (per 100,000 people)",1,2007,1.190894421
MDG,Madagascar,"Intentional homicides (per 100,000 people)",1,2007,
MWI,Malawi,"Intentional homicides (per 100,000 people)",1,2007,4.985200097
MYS,Malaysia,"Intentional homicides (per 100,000 people)",1,2007,2.448748575
MDV,Maldives,"Intentional homicides (per 100,000 people)",1,2007,0.892671170
MLI,Mali,"Intentional homicides (per 100,000 people)",1,2007,
MLT,Malta,"Intentional homicides (per 100,000 people)",1,2007,0.974839395
MHL,Marshall Islands,"Intentional homicides (per 100,000 people)",1,2007,
MRT,Mauritania,"Intentional homicides (per 100,000 people)",1,2007,
MUS,Mauritius,"Intentional homicides (per 100,000 people)",1,2007,3.646940501
MEX,Mexico,"Intentional homicides (per 100,000 people)",1,2007,7.928549454
FSM,"Micronesia, Fed. Sts.","Intentional homicides (per 100,000 people)",1,2007,
MDA,Moldova,"Intentional homicides (per 100,000 people)",1,2007,5.255956610
MCO,Monaco,"Intentional homicides (per 100,000 people)",1,2007,0
MNG,Mongolia,"Intentional homicides (per 100,000 people)",1,2007,11.305451697
MNE,Montenegro,"Intentional homicides (per 100,000 people)",1,2007,1.937096035
MAR,Morocco,"Intentional homicides (per 100,000 people)",1,2007,1.655677865
MOZ,Mozambique,"Intentional homicides (per 100,000 people)",1,2007,3.826325906
MMR,Myanmar,"Intentional homicides (per 100,000 people)",1,2007,1.523237424
NAM,Namibia,"Intentional homicides (per 100,000 people)",1,2007,
NRU,Nauru,"Intentional homicides (per 100,000 people)",1,2007,
NPL,Nepal,"Intentional homicides (per 100,000 people)",1,2007,3.208105697
NLD,Netherlands,"Intentional homicides (per 100,000 people)",1,2007,0.866296207
NCL,New Caledonia,"Intentional homicides (per 100,000 people)",1,2007,4.997313944
NZL,New Zealand,"Intentional homicides (per 100,000 people)",1,2007,1.133907106
NIC,Nicaragua,"Intentional homicides (per 100,000 people)",1,2007,12.929849590
NER,Niger,"Intentional homicides (per 100,000 people)",1,2007,
NGA,Nigeria,"Intentional homicides (per 100,000 people)",1,2007,
MKD,North Macedonia,"Intentional homicides (per 100,000 people)",1,2007,2.033447303
MNP,Northern Mariana Islands,"Intentional homicides (per 100,000 people)",1,2007,
NOR,Norway,"Intentional homicides (per 100,000 people)",1,2007,0.635640624
OMN,Oman,"Intentional homicides (per 100,000 people)",1,2007,1.389534626
PAK,Pakistan,"Intentional homicides (per 100,000 people)",1,2007,6.583798539
PLW,Palau,"Intentional homicides (per 100,000 people)",1,2007,
PAN,Panama,"Intentional homicides (per 100,000 people)",1,2007,8.078042577
PNG,Papua New Guinea,"Intentional homicides (per 100,000 people)",1,2007,7.845596252
PRY,Paraguay,"Intentional homicides (per 100,000 people)",1,2007,13.124021670
PER,Peru,"Intentional homicides (per 100,000 people)",1,2007,
PHL,Philippines,"Intentional homicides (per 100,000 people)",1,2007,6.676858526
POL,Poland,"Intentional homicides (per 100,000 people)",1,2007,1.369699150
PRT,Portugal,"Intentional homicides (per 100,000 people)",1,2007,1.740337832
PRI,Puerto Rico,"Intentional homicides (per 100,000 people)",1,2007,19.491314083
QAT,Qatar,"Intentional homicides (per 100,000 people)",1,2007,0.756535839
ROU,Romania,"Intentional homicides (per 100,000 people)",1,2007,1.977551839
RUS,Russian Federation,"Intentional homicides (per 100,000 people)",1,2007,17.727540920
RWA,Rwanda,"Intentional homicides (per 100,000 people)",1,2007,2.836758719
WSM,Samoa,"Intentional homicides (per 100,000 people)",1,2007,
SMR,San Marino,"Intentional homicides (per 100,000 people)",1,2007,0
STP,Sao Tome and Principe,"Intentional homicides (per 100,000 people)",1,2007,2.452468103
SAU,Saudi Arabia,"Intentional homicides (per 100,000 people)",1,2007,1.049398182
SEN,Senegal,"Intentional homicides (per 100,000 people)",1,2007,
SRB,Serbia,"Intentional homicides (per 100,000 people)",1,2007,1.871877331
SYC,Seychelles,"Intentional homicides (per 100,000 people)",1,2007,8.861222184
SLE,Sierra Leone,"Intentional homicides (per 100,000 people)",1,2007,2.227609491
SGP,Singapore,"Intentional homicides (per 100,000 people)",1,2007,0.380346403
SXM,Sint Maarten (Dutch part),"Intentional homicides (per 100,000 people)",1,2007,
SVK,Slovak Republic,"Intentional homicides (per 100,000 people)",1,2007,1.518989405
SVN,Slovenia,"Intentional homicides (per 100,000 people)",1,2007,1.191931222
SLB,Solomon Islands,"Intentional homicides (per 100,000 people)",1,2007,5.274475595
SOM,Somalia,"Intentional homicides (per 100,000 people)",1,2007,
ZAF,South Africa,"Intentional homicides (per 100,000 people)",1,2007,36.883222566
SSD,South Sudan,"Intentional homicides (per 100,000 people)",1,2007,
ESP,Spain,"Intentional homicides (per 100,000 people)",1,2007,1.061817658
LKA,Sri Lanka,"Intentional homicides (per 100,000 people)",1,2007,
KNA,St. Kitts and Nevis,"Intentional homicides (per 100,000 people)",1,2007,32.139485366
LCA,St. Lucia,"Intentional homicides (per 100,000 people)",1,2007,17.335373727
MAF,St. Martin (French part),"Intentional homicides (per 100,000 people)",1,2007,
VCT,St. Vincent and the Grenadines,"Intentional homicides (per 100,000 people)",1,2007,36.681430943
SDN,Sudan,"Intentional homicides (per 100,000 people)",1,2007,4.680550710
SUR,Suriname,"Intentional homicides (per 100,000 people)",1,2007,8.828636172
SWE,Sweden,"Intentional homicides (per 100,000 people)",1,2007,1.211361523
CHE,Switzerland,"Intentional homicides (per 100,000 people)",1,2007,0.674571231
SYR,Syrian Arab Republic,"Intentional homicides (per 100,000 people)",1,2007,2.714843716
TJK,Tajikistan,"Intentional homicides (per 100,000 people)",1,2007,1.845538237
TZA,Tanzania,"Intentional homicides (per 100,000 people)",1,2007,
THA,Thailand,"Intentional homicides (per 100,000 people)",1,2007,6.699839559
TLS,Timor-Leste,"Intentional homicides (per 100,000 people)",1,2007,5.821743838
TGO,Togo,"Intentional homicides (per 100,000 people)",1,2007,
TON,Tonga,"Intentional homicides (per 100,000 people)",1,2007,0.976972752
TTO,Trinidad and Tobago,"Intentional homicides (per 100,000 people)",1,2007,29.864198097
TUN,Tunisia,"Intentional homicides (per 100,000 people)",1,2007,2.650977798
TUR,Turkey,"Intentional homicides (per 100,000 people)",1,2007,5.171179029
TKM,Turkmenistan,"Intentional homicides (per 100,000 people)",1,2007,
TCA,Turks and Caicos Islands,"Intentional homicides (per 100,000 people)",1,2007,6.983240223
TUV,Tuvalu,"Intentional homicides (per 100,000 people)",1,2007,0
UGA,Uganda,"Intentional homicides (per 100,000 people)",1,2007,8.646478887
UKR,Ukraine,"Intentional homicides (per 100,000 people)",1,2007,5.704263678
ARE,United Arab Emirates,"Intentional homicides (per 100,000 people)",1,2007,
GBR,United Kingdom,"Intentional homicides (per 100,000 people)",1,2007,1.421484707
USA,United States,"Intentional homicides (per 100,000 people)",1,2007,5.698028919
URY,Uruguay,"Intentional homicides (per 100,000 people)",1,2007,5.808833679
UZB,Uzbekistan,"Intentional homicides (per 100,000 people)",1,2007,2.986182038
VUT,Vanuatu,"Intentional homicides (per 100,000 people)",1,2007,
VEN,"Venezuela, RB","Intentional homicides (per 100,000 people)",1,2007,47.508365694
VNM,Vietnam,"Intentional homicides (per 100,000 people)",1,2007,1.359885406
VIR,Virgin Islands (U.S.),"Intentional homicides (per 100,000 people)",1,2007,40.134028990
PSE,West Bank and Gaza,"Intentional homicides (per 100,000 people)",1,2007,
YEM,"Yemen, Rep.","Intentional homicides (per 100,000 people)",1,2007,3.907757611
ZMB,Zambia,"Intentional homicides (per 100,000 people)",1,2007,
ZWE,Zimbabwe,"Intentional homicides (per 100,000 people)",1,2007,
AFG,Afghanistan,"Intentional homicides (per 100,000 people)",1,2008,
ALB,Albania,"Intentional homicides (per 100,000 people)",1,2008,3.108651377
DZA,Algeria,"Intentional homicides (per 100,000 people)",1,2008,0.940887185
ASM,American Samoa,"Intentional homicides (per 100,000 people)",1,2008,5.260389269
AND,Andorra,"Intentional homicides (per 100,000 people)",1,2008,1.192449410
AGO,Angola,"Intentional homicides (per 100,000 people)",1,2008,
ATG,Antigua and Barbuda,"Intentional homicides (per 100,000 people)",1,2008,17.301412228
ARG,Argentina,"Intentional homicides (per 100,000 people)",1,2008,
ARM,Armenia,"Intentional homicides (per 100,000 people)",1,2008,3.335373527
ABW,Aruba,"Intentional homicides (per 100,000 people)",1,2008,4.933253086
AUS,Australia,"Intentional homicides (per 100,000 people)",1,2008,1.222912431
AUT,Austria,"Intentional homicides (per 100,000 people)",1,2008,0.695572668
AZE,Azerbaijan,"Intentional homicides (per 100,000 people)",1,2008,2.176399935
BHS,"Bahamas, The","Intentional homicides (per 100,000 people)",1,2008,20.936342048
BHR,Bahrain,"Intentional homicides (per 100,000 people)",1,2008,0.538314537
BGD,Bangladesh,"Intentional homicides (per 100,000 people)",1,2008,2.754596672
BRB,Barbados,"Intentional homicides (per 100,000 people)",1,2008,8.293697871
BLR,Belarus,"Intentional homicides (per 100,000 people)",1,2008,5.690345692
BEL,Belgium,"Intentional homicides (per 100,000 people)",1,2008,1.883261360
BLZ,Belize,"Intentional homicides (per 100,000 people)",1,2008,33.641990430
BEN,Benin,"Intentional homicides (per 100,000 people)",1,2008,
BMU,Bermuda,"Intentional homicides (per 100,000 people)",1,2008,7.736943907
BTN,Bhutan,"Intentional homicides (per 100,000 people)",1,2008,2.567943505
BOL,Bolivia,"Intentional homicides (per 100,000 people)",1,2008,8.625130275
BIH,Bosnia and Herzegovina,"Intentional homicides (per 100,000 people)",1,2008,1.753640598
BWA,Botswana,"Intentional homicides (per 100,000 people)",1,2008,14.437272619
BRA,Brazil,"Intentional homicides (per 100,000 people)",1,2008,23.777194982
VGB,British Virgin Islands,"Intentional homicides (per 100,000 people)",1,2008,
BRN,Brunei Darussalam,"Intentional homicides (per 100,000 people)",1,2008,0.263676922
BGR,Bulgaria,"Intentional homicides (per 100,000 people)",1,2008,2.290178689
BFA,Burkina Faso,"Intentional homicides (per 100,000 people)",1,2008,0.735207723
BDI,Burundi,"Intentional homicides (per 100,000 people)",1,2008,4.152326326
CPV,Cabo Verde,"Intentional homicides (per 100,000 people)",1,2008,6.914462004
KHM,Cambodia,"Intentional homicides (per 100,000 people)",1,2008,2.399047470
CMR,Cameroon,"Intentional homicides (per 100,000 people)",1,2008,4.104298258
CAN,Canada,"Intentional homicides (per 100,000 people)",1,2008,1.838073067
CYM,Cayman Islands,"Intentional homicides (per 100,000 people)",1,2008,7.557722103
CAF,Central African Republic,"Intentional homicides (per 100,000 people)",1,2008,
TCD,Chad,"Intentional homicides (per 100,000 people)",1,2008,
CHI,Channel Islands,"Intentional homicides (per 100,000 people)",1,2008,0.634594272
CHL,Chile,"Intentional homicides (per 100,000 people)",1,2008,3.529000401
CHN,China,"Intentional homicides (per 100,000 people)",1,2008,1.101668570
COL,Colombia,"Intentional homicides (per 100,000 people)",1,2008,35.945311814
COM,Comoros,"Intentional homicides (per 100,000 people)",1,2008,
COD,"Congo, Dem. Rep.","Intentional homicides (per 100,000 people)",1,2008,
COG,"Congo, Rep.","Intentional homicides (per 100,000 people)",1,2008,
CRI,Costa Rica,"Intentional homicides (per 100,000 people)",1,2008,11.558845813
CIV,Cote d'Ivoire,"Intentional homicides (per 100,000 people)",1,2008,
HRV,Croatia,"Intentional homicides (per 100,000 people)",1,2008,1.631273395
CUB,Cuba,"Intentional homicides (per 100,000 people)",1,2008,4.553591528
CUW,Curacao,"Intentional homicides (per 100,000 people)",1,2008,
CYP,Cyprus,"Intentional homicides (per 100,000 people)",1,2008,0.832129058
CZE,Czech Republic,"Intentional homicides (per 100,000 people)",1,2008,1.093651697
DNK,Denmark,"Intentional homicides (per 100,000 people)",1,2008,0.982211960
DJI,Djibouti,"Intentional homicides (per 100,000 people)",1,2008,
DMA,Dominica,"Intentional homicides (per 100,000 people)",1,2008,9.848889889
DOM,Dominican Republic,"Intentional homicides (per 100,000 people)",1,2008,24.842993114
ECU,Ecuador,"Intentional homicides (per 100,000 people)",1,2008,18.044566966
EGY,"Egypt, Arab Rep.","Intentional homicides (per 100,000 people)",1,2008,1.194507278
SLV,El Salvador,"Intentional homicides (per 100,000 people)",1,2008,52.026896875
GNQ,Equatorial Guinea,"Intentional homicides (per 100,000 people)",1,2008,
ERI,Eritrea,"Intentional homicides (per 100,000 people)",1,2008,
EST,Estonia,"Intentional homicides (per 100,000 people)",1,2008,6.419290116
SWZ,Eswatini,"Intentional homicides (per 100,000 people)",1,2008,18.724701160
ETH,Ethiopia,"Intentional homicides (per 100,000 people)",1,2008,
FRO,Faroe Islands,"Intentional homicides (per 100,000 people)",1,2008,
FJI,Fiji,"Intentional homicides (per 100,000 people)",1,2008,2.015794342
FIN,Finland,"Intentional homicides (per 100,000 people)",1,2008,2.500046053
FRA,France,"Intentional homicides (per 100,000 people)",1,2008,1.638066890
PYF,French Polynesia,"Intentional homicides (per 100,000 people)",1,2008,3.419725738
GAB,Gabon,"Intentional homicides (per 100,000 people)",1,2008,
GMB,"Gambia, The","Intentional homicides (per 100,000 people)",1,2008,
GEO,Georgia,"Intentional homicides (per 100,000 people)",1,2008,6.059190225
DEU,Germany,"Intentional homicides (per 100,000 people)",1,2008,0.889919388
GHA,Ghana,"Intentional homicides (per 100,000 people)",1,2008,1.845601288
GIB,Gibraltar,"Intentional homicides (per 100,000 people)",1,2008,
GRC,Greece,"Intentional homicides (per 100,000 people)",1,2008,1.260984687
GRL,Greenland,"Intentional homicides (per 100,000 people)",1,2008,14.074347742
GRD,Grenada,"Intentional homicides (per 100,000 people)",1,2008,15.394977389
GUM,Guam,"Intentional homicides (per 100,000 people)",1,2008,0.628792404
GTM,Guatemala,"Intentional homicides (per 100,000 people)",1,2008,44.922430272
GIN,Guinea,"Intentional homicides (per 100,000 people)",1,2008,
GNB,Guinea-Bissau,"Intentional homicides (per 100,000 people)",1,2008,
GUY,Guyana,"Intentional homicides (per 100,000 people)",1,2008,21.170713667
HTI,Haiti,"Intentional homicides (per 100,000 people)",1,2008,5.131360246
HND,Honduras,"Intentional homicides (per 100,000 people)",1,2008,56.588257740
HKG,"Hong Kong SAR, China","Intentional homicides (per 100,000 people)",1,2008,0.518707847
HUN,Hungary,"Intentional homicides (per 100,000 people)",1,2008,1.811594022
ISL,Iceland,"Intentional homicides (per 100,000 people)",1,2008,0
IND,India,"Intentional homicides (per 100,000 people)",1,2008,3.842385573
IDN,Indonesia,"Intentional homicides (per 100,000 people)",1,2008,0.580963841
IRN,"Iran, Islamic Rep.","Intentional homicides (per 100,000 people)",1,2008,
IRQ,Iraq,"Intentional homicides (per 100,000 people)",1,2008,15.787620369
IRL,Ireland,"Intentional homicides (per 100,000 people)",1,2008,1.113687689
IMN,Isle of Man,"Intentional homicides (per 100,000 people)",1,2008,
ISR,Israel,"Intentional homicides (per 100,000 people)",1,2008,1.916191963
ITA,Italy,"Intentional homicides (per 100,000 people)",1,2008,1.033572016
JAM,Jamaica,"Intentional homicides (per 100,000 people)",1,2008,58.026136492
JPN,Japan,"Intentional homicides (per 100,000 people)",1,2008,0.508749448
JOR,Jordan,"Intentional homicides (per 100,000 people)",1,2008,1.849049173
KAZ,Kazakhstan,"Intentional homicides (per 100,000 people)",1,2008,11.292919970
KEN,Kenya,"Intentional homicides (per 100,000 people)",1,2008,3.104033634
KIR,Kiribati,"Intentional homicides (per 100,000 people)",1,2008,7.110930516
PRK,"Korea, Dem. People’s Rep.","Intentional homicides (per 100,000 people)",1,2008,
KOR,"Korea, Rep.","Intentional homicides (per 100,000 people)",1,2008,
XKX,Kosovo,"Intentional homicides (per 100,000 people)",1,2008,6.466813515
KWT,Kuwait,"Intentional homicides (per 100,000 people)",1,2008,1.432697166
KGZ,Kyrgyz Republic,"Intentional homicides (per 100,000 people)",1,2008,8.152338125
LAO,Lao PDR,"Intentional homicides (per 100,000 people)",1,2008,
LVA,Latvia,"Intentional homicides (per 100,000 people)",1,2008,4.558260789
LBN,Lebanon,"Intentional homicides (per 100,000 people)",1,2008,4.451420769
LSO,Lesotho,"Intentional homicides (per 100,000 people)",1,2008,37.601316046
LBR,Liberia,"Intentional homicides (per 100,000 people)",1,2008,4.832114066
LBY,Libya,"Intentional homicides (per 100,000 people)",1,2008,
LIE,Liechtenstein,"Intentional homicides (per 100,000 people)",1,2008,2.813651839
LTU,Lithuania,"Intentional homicides (per 100,000 people)",1,2008,9.270126830
LUX,Luxembourg,"Intentional homicides (per 100,000 people)",1,2008,1.649127508
MAC,"Macao SAR, China","Intentional homicides (per 100,000 people)",1,2008,0.777683592
MDG,Madagascar,"Intentional homicides (per 100,000 people)",1,2008,
MWI,Malawi,"Intentional homicides (per 100,000 people)",1,2008,5.465539981
MYS,Malaysia,"Intentional homicides (per 100,000 people)",1,2008,2.202052601
MDV,Maldives,"Intentional homicides (per 100,000 people)",1,2008,1.449048555
MLI,Mali,"Intentional homicides (per 100,000 people)",1,2008,
MLT,Malta,"Intentional homicides (per 100,000 people)",1,2008,1.455858374
MHL,Marshall Islands,"Intentional homicides (per 100,000 people)",1,2008,
MRT,Mauritania,"Intentional homicides (per 100,000 people)",1,2008,
MUS,Mauritius,"Intentional homicides (per 100,000 people)",1,2008,3.873176077
MEX,Mexico,"Intentional homicides (per 100,000 people)",1,2008,12.322520751
FSM,"Micronesia, Fed. Sts.","Intentional homicides (per 100,000 people)",1,2008,
MDA,Moldova,"Intentional homicides (per 100,000 people)",1,2008,5.740081334
MCO,Monaco,"Intentional homicides (per 100,000 people)",1,2008,0
MNG,Mongolia,"Intentional homicides (per 100,000 people)",1,2008,8.066568980
MNE,Montenegro,"Intentional homicides (per 100,000 people)",1,2008,3.863458923
MAR,Morocco,"Intentional homicides (per 100,000 people)",1,2008,1.348235449
MOZ,Mozambique,"Intentional homicides (per 100,000 people)",1,2008,4.355103687
MMR,Myanmar,"Intentional homicides (per 100,000 people)",1,2008,1.598633720
NAM,Namibia,"Intentional homicides (per 100,000 people)",1,2008,16.806124266
NRU,Nauru,"Intentional homicides (per 100,000 people)",1,2008,
NPL,Nepal,"Intentional homicides (per 100,000 people)",1,2008,3.369106929
NLD,Netherlands,"Intentional homicides (per 100,000 people)",1,2008,0.905319622
NCL,New Caledonia,"Intentional homicides (per 100,000 people)",1,2008,4.512154102
NZL,New Zealand,"Intentional homicides (per 100,000 people)",1,2008,1.192055302
NIC,Nicaragua,"Intentional homicides (per 100,000 people)",1,2008,13.155763887
NER,Niger,"Intentional homicides (per 100,000 people)",1,2008,
NGA,Nigeria,"Intentional homicides (per 100,000 people)",1,2008,
MKD,North Macedonia,"Intentional homicides (per 100,000 people)",1,2008,1.692965679
MNP,Northern Mariana Islands,"Intentional homicides (per 100,000 people)",1,2008,
NOR,Norway,"Intentional homicides (per 100,000 people)",1,2008,0.712577773
OMN,Oman,"Intentional homicides (per 100,000 people)",1,2008,1.703507122
PAK,Pakistan,"Intentional homicides (per 100,000 people)",1,2008,7.369017847
PLW,Palau,"Intentional homicides (per 100,000 people)",1,2008,
PAN,Panama,"Intentional homicides (per 100,000 people)",1,2008,14.020546784
PNG,Papua New Guinea,"Intentional homicides (per 100,000 people)",1,2008,
PRY,Paraguay,"Intentional homicides (per 100,000 people)",1,2008,13.775159303
PER,Peru,"Intentional homicides (per 100,000 people)",1,2008,
PHL,Philippines,"Intentional homicides (per 100,000 people)",1,2008,6.413091416
POL,Poland,"Intentional homicides (per 100,000 people)",1,2008,1.200239349
PRT,Portugal,"Intentional homicides (per 100,000 people)",1,2008,1.164089819
PRI,Puerto Rico,"Intentional homicides (per 100,000 people)",1,2008,21.816013114
QAT,Qatar,"Intentional homicides (per 100,000 people)",1,2008,0.863718221
ROU,Romania,"Intentional homicides (per 100,000 people)",1,2008,2.257327236
RUS,Russian Federation,"Intentional homicides (per 100,000 people)",1,2008,16.590348942
RWA,Rwanda,"Intentional homicides (per 100,000 people)",1,2008,1.483286910
WSM,Samoa,"Intentional homicides (per 100,000 people)",1,2008,
SMR,San Marino,"Intentional homicides (per 100,000 people)",1,2008,0
STP,Sao Tome and Principe,"Intentional homicides (per 100,000 people)",1,2008,8.387603123
SAU,Saudi Arabia,"Intentional homicides (per 100,000 people)",1,2008,
SEN,Senegal,"Intentional homicides (per 100,000 people)",1,2008,
SRB,Serbia,"Intentional homicides (per 100,000 people)",1,2008,1.538537282
SYC,Seychelles,"Intentional homicides (per 100,000 people)",1,2008,6.616236244
SLE,Sierra Leone,"Intentional homicides (per 100,000 people)",1,2008,2.984410349
SGP,Singapore,"Intentional homicides (per 100,000 people)",1,2008,0.556573765
SXM,Sint Maarten (Dutch part),"Intentional homicides (per 100,000 people)",1,2008,
SVK,Slovak Republic,"Intentional homicides (per 100,000 people)",1,2008,1.592930058
SVN,Slovenia,"Intentional homicides (per 100,000 people)",1,2008,0.493939852
SLB,Solomon Islands,"Intentional homicides (per 100,000 people)",1,2008,3.766276758
SOM,Somalia,"Intentional homicides (per 100,000 people)",1,2008,
ZAF,South Africa,"Intentional homicides (per 100,000 people)",1,2008,35.872319536
SSD,South Sudan,"Intentional homicides (per 100,000 people)",1,2008,
ESP,Spain,"Intentional homicides (per 100,000 people)",1,2008,0.884824811
LKA,Sri Lanka,"Intentional homicides (per 100,000 people)",1,2008,10.037184711
KNA,St. Kitts and Nevis,"Intentional homicides (per 100,000 people)",1,2008,45.696574744
LCA,St. Lucia,"Intentional homicides (per 100,000 people)",1,2008,23.046921168
MAF,St. Martin (French part),"Intentional homicides (per 100,000 people)",1,2008,
VCT,St. Vincent and the Grenadines,"Intentional homicides (per 100,000 people)",1,2008,14.656712316
SDN,Sudan,"Intentional homicides (per 100,000 people)",1,2008,5.164540688
SUR,Suriname,"Intentional homicides (per 100,000 people)",1,2008,8.347115780
SWE,Sweden,"Intentional homicides (per 100,000 people)",1,2008,0.887744685
CHE,Switzerland,"Intentional homicides (per 100,000 people)",1,2008,0.706241197
SYR,Syrian Arab Republic,"Intentional homicides (per 100,000 people)",1,2008,2.602649300
TJK,Tajikistan,"Intentional homicides (per 100,000 people)",1,2008,1.368039960
TZA,Tanzania,"Intentional homicides (per 100,000 people)",1,2008,
THA,Thailand,"Intentional homicides (per 100,000 people)",1,2008,5.971830512
TLS,Timor-Leste,"Intentional homicides (per 100,000 people)",1,2008,3.246421979
TGO,Togo,"Intentional homicides (per 100,000 people)",1,2008,
TON,Tonga,"Intentional homicides (per 100,000 people)",1,2008,3.883306636
TTO,Trinidad and Tobago,"Intentional homicides (per 100,000 people)",1,2008,41.585194150
TUN,Tunisia,"Intentional homicides (per 100,000 people)",1,2008,2.690409919
TUR,Turkey,"Intentional homicides (per 100,000 people)",1,2008,4.623791199
TKM,Turkmenistan,"Intentional homicides (per 100,000 people)",1,2008,
TCA,Turks and Caicos Islands,"Intentional homicides (per 100,000 people)",1,2008,6.784030392
TUV,Tuvalu,"Intentional homicides (per 100,000 people)",1,2008,0
UGA,Uganda,"Intentional homicides (per 100,000 people)",1,2008,8.820771771
UKR,Ukraine,"Intentional homicides (per 100,000 people)",1,2008,5.339230592
ARE,United Arab Emirates,"Intentional homicides (per 100,000 people)",1,2008,
GBR,United Kingdom,"Intentional homicides (per 100,000 people)",1,2008,1.227523177
USA,United States,"Intentional homicides (per 100,000 people)",1,2008,5.433885685
URY,Uruguay,"Intentional homicides (per 100,000 people)",1,2008,6.595392656
UZB,Uzbekistan,"Intentional homicides (per 100,000 people)",1,2008,2.998287080
VUT,Vanuatu,"Intentional homicides (per 100,000 people)",1,2008,
VEN,"Venezuela, RB","Intentional homicides (per 100,000 people)",1,2008,51.841215995
VNM,Vietnam,"Intentional homicides (per 100,000 people)",1,2008,1.259402254
VIR,Virgin Islands (U.S.),"Intentional homicides (per 100,000 people)",1,2008,43.071967640
PSE,West Bank and Gaza,"Intentional homicides (per 100,000 people)",1,2008,1.246005643
YEM,"Yemen, Rep.","Intentional homicides (per 100,000 people)",1,2008,3.909396646
ZMB,Zambia,"Intentional homicides (per 100,000 people)",1,2008,5.304789591
ZWE,Zimbabwe,"Intentional homicides (per 100,000 people)",1,2008,
AFG,Afghanistan,"Intentional homicides (per 100,000 people)",1,2009,3.981527000
ALB,Albania,"Intentional homicides (per 100,000 people)",1,2009,2.869067570
DZA,Algeria,"Intentional homicides (per 100,000 people)",1,2009,0.781035004
ASM,American Samoa,"Intentional homicides (per 100,000 people)",1,2009,3.557009977
AND,Andorra,"Intentional homicides (per 100,000 people)",1,2009,0
AGO,Angola,"Intentional homicides (per 100,000 people)",1,2009,
ATG,Antigua and Barbuda,"Intentional homicides (per 100,000 people)",1,2009,17.097487738
ARG,Argentina,"Intentional homicides (per 100,000 people)",1,2009,
ARM,Armenia,"Intentional homicides (per 100,000 people)",1,2009,3.358046711
ABW,Aruba,"Intentional homicides (per 100,000 people)",1,2009,3.942712389
AUS,Australia,"Intentional homicides (per 100,000 people)",1,2009,1.209805033
AUT,Austria,"Intentional homicides (per 100,000 people)",1,2009,0.609316230
AZE,Azerbaijan,"Intentional homicides (per 100,000 people)",1,2009,
BHS,"Bahamas, The","Intentional homicides (per 100,000 people)",1,2009,24.516987172
BHR,Bahrain,"Intentional homicides (per 100,000 people)",1,2009,1.097019567
